PERIOD_NAME,PERIOD_YEAR,QUATER,PERIOD_NUM,MONTH_NAME,budegt_CHAPTER,JTRANSACTION_DATE,ACTUAL_FLAG,DR,CR,ANNUAL_BUDGET,ADJUSTMENT_BUDGET,REVISED_BUDGET,ACTUAL_AMOUNT,FUND_AVAILABLE,ENCUMBRANCE_AMOUNT,ENTITY_CODE,ENTITY_DESCRIPTION,DIRECTORATE,COST_CENTER_CODE,COST_CENTER_DESCRIPTION,BUDGET_GROUP_CODE,BUDGET_GROUP_DESCRIPTION,ACCOUNT_CODE,ACCOUNT_DESCRIPTION,ACTIVITY_CODE,ACTIVITY_DESCRIPTION,FUTURE1,FUTURE1_DESCRIPTION,FUTURE2,FUTURE2_DESCRIPTION,ACCOUNT_TYPE,LEDGER_NAME,ACCOUNTED_DR,ACCOUNTED_CR,ADDITION_BUDGET,TRANSFER_BUDGET,GL_CODE
Dec,2023,Q4,12,Dec,Manpower,2024-01-12,Y,91322.97,38797.28,431826.33,6684.78,438511.11000000004,410180.88,7042.23000000004,21288.0,E717,Entity E717,DVC-CEC,8450474,Cost Center 8450474,BG467,Budget Group BG467,A9761,Capital Expenditure,ACT689,Activity ACT689,F1-84,Future 1 F1-84,F2-51,Future 2 F2-51,Revenue,Project Ledger,91322.97,38797.28,18855.07,6454.67,E717-BG467-8450474-A9761-F1-84-F2-51
Aug,2023,Q3,8,Aug,Manpower,2024-09-12,Y,20480.24,79799.8,395418.42,3189.73,398608.14999999997,154350.3,175190.16999999998,69067.68,E495,Entity E495,VC Office,8450113,Cost Center 8450113,BG962,Budget Group BG962,A4985,Travel Expenses,ACT947,Activity ACT947,F1-45,Future 1 F1-45,F2-34,Future 2 F2-34,Expense,Project Ledger,20480.24,79799.8,7170.44,18866.19,E495-BG962-8450113-A4985-F1-45-F2-34
May,2024,Q2,5,May,Capital,2024-03-03,Y,32622.05,75619.22,257502.06,30410.57,287912.63,127998.33,41198.72999999998,118715.57,E781,Entity E781,DVC-CEC,8450445,Cost Center 8450445,BG687,Budget Group BG687,A8795,Utilities,ACT168,Activity ACT168,F1-10,Future 1 F1-10,F2-48,Future 2 F2-48,Revenue,Project Ledger,32622.05,75619.22,3547.15,28618.36,E781-BG687-8450445-A8795-F1-10-F2-48
Oct,2024,Q4,10,Oct,Manpower,2024-03-30,Y,33894.48,79566.02,130993.19,14115.69,145108.88,84931.77,44746.92,15430.19,E660,Entity E660,DVC-Academic,8450341,Cost Center 8450341,BG346,Budget Group BG346,A3429,IT Equipment,ACT338,Activity ACT338,F1-40,Future 1 F1-40,F2-49,Future 2 F2-49,Revenue,General Ledger,33894.48,79566.02,15434.69,25705.06,E660-BG346-8450341-A3429-F1-40-F2-49
Dec,2024,Q4,12,Dec,Capital,2024-03-20,Y,79780.47,86436.63,282755.23,23755.42,306510.64999999997,118328.72,6265.299999999988,181916.63,E313,Entity E313,DVC-CEC,8450478,Cost Center 8450478,BG953,Budget Group BG953,A6233,Maintenance Costs,ACT853,Activity ACT853,F1-58,Future 1 F1-58,F2-85,Future 2 F2-85,Expense,General Ledger,79780.47,86436.63,12514.93,26332.48,E313-BG953-8450478-A6233-F1-58-F2-85
Oct,2025,Q4,10,Oct,Manpower,2024-09-02,Y,6220.51,82270.29,224552.78,20084.84,244637.62,122991.61,19529.869999999995,102116.14,E502,Entity E502,VC Office,8450154,Cost Center 8450154,BG501,Budget Group BG501,A7349,Training and Development,ACT161,Activity ACT161,F1-45,Future 1 F1-45,F2-93,Future 2 F2-93,Revenue,General Ledger,6220.51,82270.29,14148.79,6824.45,E502-BG501-8450154-A7349-F1-45-F2-93
Apr,2025,Q2,4,Apr,Manpower,2024-02-03,N,34302.67,98812.41,294092.18,8958.2,303050.38,270060.34,17802.899999999965,15187.14,E457,Entity E457,DVC-Support Services,8450237,Cost Center 8450237,BG790,Budget Group BG790,A8572,Utilities,ACT491,Activity ACT491,F1-74,Future 1 F1-74,F2-87,Future 2 F2-87,Expense,Project Ledger,34302.67,98812.41,1180.86,655.4,E457-BG790-8450237-A8572-F1-74-F2-87
Oct,2023,Q4,10,Oct,Capital,2024-03-02,Y,41440.84,93582.61,282823.86,14512.76,297336.62,167083.93,115672.91,14579.78,E708,Entity E708,DVC-Academic,8450330,Cost Center 8450330,BG654,Budget Group BG654,A5016,Consultancy Services,ACT903,Activity ACT903,F1-19,Future 1 F1-19,F2-15,Future 2 F2-15,Expense,General Ledger,41440.84,93582.61,23555.7,14622.19,E708-BG654-8450330-A5016-F1-19-F2-15
Aug,2024,Q3,8,Aug,Manpower,2024-06-30,Y,95887.19,14281.43,331931.83,14127.51,346059.34,96553.42,148463.86000000004,101042.06,E292,Entity E292,DVC-Academic,8450346,Cost Center 8450346,BG486,Budget Group BG486,A4497,Travel Expenses,ACT376,Activity ACT376,F1-49,Future 1 F1-49,F2-76,Future 2 F2-76,Expense,General Ledger,95887.19,14281.43,10732.64,1917.03,E292-BG486-8450346-A4497-F1-49-F2-76
Feb,2023,Q1,2,Feb,Capital,2024-07-02,Y,71288.24,39290.93,203484.38,17359.61,220843.99,175390.4,17035.26999999999,28418.32,E374,Entity E374,DVC-Academic,8450320,Cost Center 8450320,BG603,Budget Group BG603,A9070,Capital Expenditure,ACT217,Activity ACT217,F1-72,Future 1 F1-72,F2-51,Future 2 F2-51,Revenue,General Ledger,71288.24,39290.93,16126.2,425.9,E374-BG603-8450320-A9070-F1-72-F2-51
Feb,2025,Q1,2,Feb,Manpower,2024-03-02,N,74869.85,21314.21,446870.94,47792.16,494663.1,117094.33,44320.73999999993,333248.03,E523,Entity E523,DVC-CEC,8450497,Cost Center 8450497,BG808,Budget Group BG808,A8837,Utilities,ACT303,Activity ACT303,F1-77,Future 1 F1-77,F2-97,Future 2 F2-97,Expense,General Ledger,74869.85,21314.21,8149.93,3112.69,E523-BG808-8450497-A8837-F1-77-F2-97
Feb,2024,Q1,2,Feb,Manpower,2024-02-26,Y,61134.17,37097.37,408860.81,8523.13,417383.94,160490.73,167761.81,89131.4,E351,Entity E351,DVC-Academic,8450374,Cost Center 8450374,BG370,Budget Group BG370,A1919,Salary and Wages,ACT799,Activity ACT799,F1-44,Future 1 F1-44,F2-95,Future 2 F2-95,Expense,General Ledger,61134.17,37097.37,10139.45,21164.7,E351-BG370-8450374-A1919-F1-44-F2-95
Jan,2023,Q1,1,Jan,Operational,2024-05-08,N,26084.92,908.7,359319.01,25554.69,384873.7,171468.09,7049.100000000035,206356.51,E126,Entity E126,DVC-Academic,8450329,Cost Center 8450329,BG629,Budget Group BG629,A1678,Salary and Wages,ACT181,Activity ACT181,F1-53,Future 1 F1-53,F2-81,Future 2 F2-81,Revenue,General Ledger,26084.92,908.7,21540.43,11161.31,E126-BG629-8450329-A1678-F1-53-F2-81
Dec,2024,Q4,12,Dec,Capital,2024-07-19,N,12442.19,59959.73,320140.51,25697.77,345838.28,238670.99,17420.090000000026,89747.2,E508,Entity E508,DVC-Academic,8450313,Cost Center 8450313,BG293,Budget Group BG293,A7378,Training and Development,ACT817,Activity ACT817,F1-31,Future 1 F1-31,F2-40,Future 2 F2-40,Expense,Project Ledger,12442.19,59959.73,22094.2,1549.72,E508-BG293-8450313-A7378-F1-31-F2-40
Aug,2023,Q3,8,Aug,Capital,2024-01-01,Y,31563.32,49101.98,228293.43,9612.9,237906.33,73624.76,4122.7699999999895,160158.8,E757,Entity E757,VC Office,8450183,Cost Center 8450183,BG562,Budget Group BG562,A3064,IT Equipment,ACT295,Activity ACT295,F1-80,Future 1 F1-80,F2-71,Future 2 F2-71,Expense,General Ledger,31563.32,49101.98,25498.39,11426.71,E757-BG562-8450183-A3064-F1-80-F2-71
Jul,2024,Q3,7,Jul,Manpower,2024-07-16,N,59614.26,73958.12,184387.96,42081.1,226469.06,6874.2,34297.889999999985,185296.97,E515,Entity E515,VC Office,8450112,Cost Center 8450112,BG313,Budget Group BG313,A9021,Capital Expenditure,ACT173,Activity ACT173,F1-60,Future 1 F1-60,F2-76,Future 2 F2-76,Expense,Project Ledger,59614.26,73958.12,14506.5,6602.7,E515-BG313-8450112-A9021-F1-60-F2-76
Aug,2024,Q3,8,Aug,Operational,2024-01-04,N,28972.8,23875.18,185417.14,20557.22,205974.36000000002,145012.43,47705.580000000016,13256.35,E822,Entity E822,DVC-Academic,8450386,Cost Center 8450386,BG635,Budget Group BG635,A4557,Travel Expenses,ACT615,Activity ACT615,F1-33,Future 1 F1-33,F2-68,Future 2 F2-68,Expense,General Ledger,28972.8,23875.18,13331.87,9098.49,E822-BG635-8450386-A4557-F1-33-F2-68
Mar,2025,Q1,3,Mar,Operational,2024-02-25,N,43223.11,9148.75,398641.28,629.82,399271.10000000003,257324.26,115989.80000000005,25957.04,E340,Entity E340,DVC-CEC,8450464,Cost Center 8450464,BG948,Budget Group BG948,A3024,IT Equipment,ACT869,Activity ACT869,F1-86,Future 1 F1-86,F2-61,Future 2 F2-61,Revenue,Project Ledger,43223.11,9148.75,5280.74,25986.99,E340-BG948-8450464-A3024-F1-86-F2-61
Nov,2025,Q4,11,Nov,Manpower,2024-11-18,Y,81609.24,98390.64,463897.47,42589.52,506486.99,26628.25,429754.11,50104.63,E592,Entity E592,DVC-Academic,8450377,Cost Center 8450377,BG624,Budget Group BG624,A6065,Maintenance Costs,ACT452,Activity ACT452,F1-66,Future 1 F1-66,F2-49,Future 2 F2-49,Revenue,Project Ledger,81609.24,98390.64,17078.94,62.3,E592-BG624-8450377-A6065-F1-66-F2-49
Oct,2025,Q4,10,Oct,Manpower,2024-11-22,Y,56930.5,63172.24,307499.14,2558.28,310057.42000000004,72199.52,120831.40000000002,117026.5,E165,Entity E165,VC Office,8450179,Cost Center 8450179,BG908,Budget Group BG908,A7559,Training and Development,ACT631,Activity ACT631,F1-66,Future 1 F1-66,F2-59,Future 2 F2-59,Revenue,General Ledger,56930.5,63172.24,16619.38,8938.65,E165-BG908-8450179-A7559-F1-66-F2-59
Nov,2024,Q4,11,Nov,Capital,2024-03-31,N,77587.73,80795.73,407105.85,5698.29,412804.13999999996,265807.87,24353.639999999956,122642.63,E776,Entity E776,VC Office,8450158,Cost Center 8450158,BG151,Budget Group BG151,A6408,Maintenance Costs,ACT889,Activity ACT889,F1-14,Future 1 F1-14,F2-27,Future 2 F2-27,Revenue,Project Ledger,77587.73,80795.73,2443.42,13050.44,E776-BG151-8450158-A6408-F1-14-F2-27
Oct,2025,Q4,10,Oct,Manpower,2024-06-18,Y,69164.34,79501.15,165341.78,5215.65,170557.43,24818.75,17907.26999999999,127831.41,E449,Entity E449,DVC-Support Services,8450278,Cost Center 8450278,BG563,Budget Group BG563,A6956,Maintenance Costs,ACT474,Activity ACT474,F1-62,Future 1 F1-62,F2-54,Future 2 F2-54,Revenue,Project Ledger,69164.34,79501.15,19293.13,9472.3,E449-BG563-8450278-A6956-F1-62-F2-54
Nov,2024,Q4,11,Nov,Manpower,2024-05-07,Y,13566.15,26004.8,254023.22,47149.14,301172.36,183828.4,19364.829999999958,97979.13,E253,Entity E253,VC Office,8450157,Cost Center 8450157,BG450,Budget Group BG450,A8314,Utilities,ACT675,Activity ACT675,F1-63,Future 1 F1-63,F2-60,Future 2 F2-60,Expense,Project Ledger,13566.15,26004.8,13920.01,23672.88,E253-BG450-8450157-A8314-F1-63-F2-60
Apr,2025,Q2,4,Apr,Capital,2024-04-06,N,69668.9,72532.64,434551.43,48721.97,483273.4,471482.46,11021.270000000019,769.67,E210,Entity E210,DVC-CEC,8450447,Cost Center 8450447,BG222,Budget Group BG222,A9638,Capital Expenditure,ACT710,Activity ACT710,F1-44,Future 1 F1-44,F2-40,Future 2 F2-40,Revenue,General Ledger,69668.9,72532.64,23036.29,22553.84,E210-BG222-8450447-A9638-F1-44-F2-40
Mar,2024,Q1,3,Mar,Operational,2024-07-28,N,70149.91,45934.37,122040.61,21344.74,143385.35,67251.31,5439.360000000015,70694.68,E109,Entity E109,DVC-Support Services,8450223,Cost Center 8450223,BG175,Budget Group BG175,A1501,Salary and Wages,ACT184,Activity ACT184,F1-58,Future 1 F1-58,F2-79,Future 2 F2-79,Revenue,General Ledger,70149.91,45934.37,29431.35,19854.32,E109-BG175-8450223-A1501-F1-58-F2-79
May,2023,Q2,5,May,Operational,2024-12-11,N,30693.11,5709.43,237220.69,33346.8,270567.49,27741.07,239932.41999999998,2894.0,E358,Entity E358,VC Office,8450156,Cost Center 8450156,BG962,Budget Group BG962,A1524,Salary and Wages,ACT987,Activity ACT987,F1-89,Future 1 F1-89,F2-64,Future 2 F2-64,Expense,General Ledger,30693.11,5709.43,26080.57,22104.79,E358-BG962-8450156-A1524-F1-89-F2-64
Oct,2024,Q4,10,Oct,Operational,2024-12-23,N,93766.15,35192.98,278459.7,33583.01,312042.71,104191.83,155002.89,52847.99,E952,Entity E952,DVC-Academic,8450357,Cost Center 8450357,BG887,Budget Group BG887,A3311,IT Equipment,ACT157,Activity ACT157,F1-55,Future 1 F1-55,F2-40,Future 2 F2-40,Revenue,General Ledger,93766.15,35192.98,15811.5,17476.01,E952-BG887-8450357-A3311-F1-55-F2-40
Oct,2024,Q4,10,Oct,Capital,2024-10-11,N,18659.01,18823.22,173699.46,2850.12,176549.58,103775.57,11618.49999999997,61155.51,E947,Entity E947,DVC-Support Services,8450211,Cost Center 8450211,BG511,Budget Group BG511,A7575,Training and Development,ACT777,Activity ACT777,F1-40,Future 1 F1-40,F2-23,Future 2 F2-23,Expense,General Ledger,18659.01,18823.22,16240.88,8521.75,E947-BG511-8450211-A7575-F1-40-F2-23
Aug,2023,Q3,8,Aug,Operational,2024-03-30,Y,73522.85,62564.99,332302.4,37084.21,369386.61000000004,249421.23,95266.67000000004,24698.71,E775,Entity E775,DVC-CEC,8450470,Cost Center 8450470,BG382,Budget Group BG382,A2081,Office Supplies,ACT913,Activity ACT913,F1-75,Future 1 F1-75,F2-34,Future 2 F2-34,Expense,General Ledger,73522.85,62564.99,18592.44,2322.35,E775-BG382-8450470-A2081-F1-75-F2-34
Apr,2023,Q2,4,Apr,Manpower,2024-06-30,Y,81285.1,57875.65,347314.01,39073.1,386387.11,271737.26,18979.339999999967,95670.51,E303,Entity E303,DVC-Support Services,8450259,Cost Center 8450259,BG904,Budget Group BG904,A5631,Consultancy Services,ACT467,Activity ACT467,F1-93,Future 1 F1-93,F2-74,Future 2 F2-74,Expense,General Ledger,81285.1,57875.65,12959.68,990.36,E303-BG904-8450259-A5631-F1-93-F2-74
Sep,2025,Q3,9,Sep,Capital,2024-09-15,N,77457.21,21772.89,348490.61,2403.95,350894.56,169683.69,178556.65,2654.22,E557,Entity E557,VC Office,8450144,Cost Center 8450144,BG635,Budget Group BG635,A7683,Training and Development,ACT583,Activity ACT583,F1-89,Future 1 F1-89,F2-25,Future 2 F2-25,Expense,General Ledger,77457.21,21772.89,7601.38,26852.3,E557-BG635-8450144-A7683-F1-89-F2-25
Sep,2024,Q3,9,Sep,Capital,2024-09-23,Y,75482.75,30946.26,279188.66,20273.58,299462.24,294697.64,3372.149999999965,1392.45,E202,Entity E202,,8450406,Cost Center 8450406,BG277,Budget Group BG277,A4787,Travel Expenses,ACT106,Activity ACT106,F1-58,Future 1 F1-58,F2-35,Future 2 F2-35,Expense,General Ledger,75482.75,30946.26,28419.0,6168.64,E202-BG277-8450406-A4787-F1-58-F2-35
Jul,2024,Q3,7,Jul,Manpower,2024-04-26,N,19022.79,52088.58,287623.9,3551.87,291175.77,238271.41,35145.30000000002,17759.06,E538,Entity E538,DVC-Academic,8450326,Cost Center 8450326,BG691,Budget Group BG691,A2849,Office Supplies,ACT694,Activity ACT694,F1-74,Future 1 F1-74,F2-78,Future 2 F2-78,Revenue,General Ledger,19022.79,52088.58,3909.61,19302.87,E538-BG691-8450326-A2849-F1-74-F2-78
May,2023,Q2,5,May,Operational,2024-06-17,N,53727.57,67712.43,373068.46,31436.7,404505.16000000003,107639.38,285286.11000000004,11579.67,E696,Entity E696,DVC-Academic,8450382,Cost Center 8450382,BG435,Budget Group BG435,A5766,Consultancy Services,ACT342,Activity ACT342,F1-82,Future 1 F1-82,F2-87,Future 2 F2-87,Expense,General Ledger,53727.57,67712.43,5502.71,205.22,E696-BG435-8450382-A5766-F1-82-F2-87
Nov,2023,Q4,11,Nov,Operational,2024-04-08,N,68667.86,24361.48,419422.34,5351.46,424773.80000000005,331620.61,8365.520000000077,84787.67,E755,Entity E755,DVC-CEC,8450497,Cost Center 8450497,BG239,Budget Group BG239,A1540,Salary and Wages,ACT490,Activity ACT490,F1-23,Future 1 F1-23,F2-21,Future 2 F2-21,Expense,General Ledger,68667.86,24361.48,22863.89,28085.3,E755-BG239-8450497-A1540-F1-23-F2-21
Nov,2023,Q4,11,Nov,Capital,2024-03-09,Y,23933.23,62411.34,289630.51,43784.26,333414.77,90499.06,242016.34000000003,899.37,E213,Entity E213,DVC-Support Services,8450252,Cost Center 8450252,BG489,Budget Group BG489,A5727,Consultancy Services,ACT781,Activity ACT781,F1-38,Future 1 F1-38,F2-88,Future 2 F2-88,Expense,Project Ledger,23933.23,62411.34,18802.6,4382.9,E213-BG489-8450252-A5727-F1-38-F2-88
Nov,2024,Q4,11,Nov,Manpower,2024-04-23,N,17396.09,4619.65,331838.69,45630.25,377468.94,66944.63,308337.31,2187.0,E412,Entity E412,,8450305,Cost Center 8450305,BG986,Budget Group BG986,A4936,Travel Expenses,ACT191,Activity ACT191,F1-61,Future 1 F1-61,F2-46,Future 2 F2-46,Revenue,Project Ledger,17396.09,4619.65,23100.64,18905.25,E412-BG986-8450305-A4936-F1-61-F2-46
Sep,2024,Q3,9,Sep,Operational,2024-02-01,Y,29942.31,10015.5,208687.04,40797.79,249484.83000000002,94384.0,141390.39,13710.44,E485,Entity E485,VC Office,8450171,Cost Center 8450171,BG614,Budget Group BG614,A5675,Consultancy Services,ACT636,Activity ACT636,F1-60,Future 1 F1-60,F2-22,Future 2 F2-22,Expense,Project Ledger,29942.31,10015.5,4132.02,1630.44,E485-BG614-8450171-A5675-F1-60-F2-22
Jun,2023,Q2,6,Jun,Capital,2024-06-20,N,72747.71,78650.57,197483.28,15294.74,212778.02,102800.43,103028.87,6948.72,E429,Entity E429,DVC-Academic,8450365,Cost Center 8450365,BG923,Budget Group BG923,A9874,Capital Expenditure,ACT482,Activity ACT482,F1-98,Future 1 F1-98,F2-43,Future 2 F2-43,Expense,Project Ledger,72747.71,78650.57,2120.9,10846.21,E429-BG923-8450365-A9874-F1-98-F2-43
Mar,2023,Q1,3,Mar,Operational,2024-01-03,N,63492.97,85893.23,237907.91,19514.78,257422.69,229369.2,5228.919999999984,22824.57,E583,Entity E583,VC Office,8450120,Cost Center 8450120,BG970,Budget Group BG970,A8129,Utilities,ACT757,Activity ACT757,F1-94,Future 1 F1-94,F2-61,Future 2 F2-61,Revenue,Project Ledger,63492.97,85893.23,26206.03,7094.25,E583-BG970-8450120-A8129-F1-94-F2-61
Nov,2025,Q4,11,Nov,Capital,2024-01-30,N,88197.56,95908.42,176938.55,35868.64,212807.19,141376.19,46903.17999999999,24527.82,E995,Entity E995,DVC-CEC,8450437,Cost Center 8450437,BG310,Budget Group BG310,A7870,Training and Development,ACT651,Activity ACT651,F1-35,Future 1 F1-35,F2-36,Future 2 F2-36,Revenue,General Ledger,88197.56,95908.42,15540.46,223.89,E995-BG310-8450437-A7870-F1-35-F2-36
Dec,2023,Q4,12,Dec,Manpower,2024-10-15,Y,87797.84,26918.97,492902.42,19145.15,512047.57,91085.1,272901.5,148060.97,E205,Entity E205,DVC-Academic,8450329,Cost Center 8450329,BG984,Budget Group BG984,A8856,Utilities,ACT381,Activity ACT381,F1-14,Future 1 F1-14,F2-31,Future 2 F2-31,Expense,General Ledger,87797.84,26918.97,875.1,16237.15,E205-BG984-8450329-A8856-F1-14-F2-31
Nov,2024,Q4,11,Nov,Capital,2024-08-29,Y,62680.26,35874.25,498258.07,24009.18,522267.25,253762.14,116571.01000000001,151934.1,E468,Entity E468,DVC-Support Services,8450243,Cost Center 8450243,BG657,Budget Group BG657,A1677,Salary and Wages,ACT205,Activity ACT205,F1-97,Future 1 F1-97,F2-27,Future 2 F2-27,Expense,General Ledger,62680.26,35874.25,14771.01,5769.47,E468-BG657-8450243-A1677-F1-97-F2-27
Oct,2024,Q4,10,Oct,Capital,2024-05-29,N,95226.4,53305.53,352617.75,27147.02,379764.77,49134.2,206372.59000000003,124257.98,E700,Entity E700,DVC-Support Services,8450250,Cost Center 8450250,BG824,Budget Group BG824,A7376,Training and Development,ACT493,Activity ACT493,F1-64,Future 1 F1-64,F2-18,Future 2 F2-18,Expense,Project Ledger,95226.4,53305.53,12189.97,27797.56,E700-BG824-8450250-A7376-F1-64-F2-18
Oct,2024,Q4,10,Oct,Capital,2024-10-17,N,38205.39,2822.88,442066.14,17937.79,460003.93,290316.31,48378.21000000002,121309.41,E309,Entity E309,DVC-Support Services,8450212,Cost Center 8450212,BG428,Budget Group BG428,A6579,Maintenance Costs,ACT232,Activity ACT232,F1-76,Future 1 F1-76,F2-20,Future 2 F2-20,Expense,Project Ledger,38205.39,2822.88,14388.75,29185.32,E309-BG428-8450212-A6579-F1-76-F2-20
Feb,2023,Q1,2,Feb,Capital,2024-10-23,N,2467.0,40689.84,188279.63,26665.42,214945.05,214083.9,171.76999999998952,689.38,E128,Entity E128,DVC-Support Services,8450252,Cost Center 8450252,BG927,Budget Group BG927,A3024,IT Equipment,ACT398,Activity ACT398,F1-89,Future 1 F1-89,F2-83,Future 2 F2-83,Expense,Project Ledger,2467.0,40689.84,21072.16,8983.73,E128-BG927-8450252-A3024-F1-89-F2-83
Feb,2024,Q1,2,Feb,Manpower,2024-01-31,Y,40793.78,98026.12,360045.29,37101.12,397146.41,12515.29,337857.94999999995,46773.17,E601,Entity E601,DVC-CEC,8450455,Cost Center 8450455,BG492,Budget Group BG492,A8766,Utilities,ACT248,Activity ACT248,F1-74,Future 1 F1-74,F2-30,Future 2 F2-30,Expense,Project Ledger,40793.78,98026.12,4179.07,15606.96,E601-BG492-8450455-A8766-F1-74-F2-30
Jan,2025,Q1,1,Jan,Capital,2024-06-16,N,93649.33,82553.48,416524.29,10045.57,426569.86,343439.59,12458.509999999951,70671.76,E492,Entity E492,VC Office,8450194,Cost Center 8450194,BG366,Budget Group BG366,A6188,Maintenance Costs,ACT710,Activity ACT710,F1-75,Future 1 F1-75,F2-97,Future 2 F2-97,Expense,General Ledger,93649.33,82553.48,8206.26,11989.74,E492-BG366-8450194-A6188-F1-75-F2-97
Dec,2025,Q4,12,Dec,Operational,2024-01-11,Y,25777.85,70136.36,105749.18,2475.63,108224.81,64865.47,28544.559999999998,14814.78,E791,Entity E791,DVC-CEC,8450450,Cost Center 8450450,BG960,Budget Group BG960,A8422,Utilities,ACT416,Activity ACT416,F1-47,Future 1 F1-47,F2-29,Future 2 F2-29,Revenue,General Ledger,25777.85,70136.36,15096.61,22954.47,E791-BG960-8450450-A8422-F1-47-F2-29
Sep,2023,Q3,9,Sep,Operational,2024-11-18,Y,53652.56,85994.07,185214.13,30388.92,215603.05,18065.59,70508.81999999998,127028.64,E705,Entity E705,DVC-Academic,8450370,Cost Center 8450370,BG889,Budget Group BG889,A5792,Consultancy Services,ACT786,Activity ACT786,F1-63,Future 1 F1-63,F2-12,Future 2 F2-12,Revenue,General Ledger,53652.56,85994.07,28032.61,6196.03,E705-BG889-8450370-A5792-F1-63-F2-12
Jan,2024,Q1,1,Jan,Manpower,2024-07-30,N,81501.53,26067.52,218758.27,31.38,218789.65,210715.03,665.7900000000081,7408.83,E865,Entity E865,DVC-Academic,8450325,Cost Center 8450325,BG979,Budget Group BG979,A4243,Travel Expenses,ACT748,Activity ACT748,F1-96,Future 1 F1-96,F2-59,Future 2 F2-59,Expense,Project Ledger,81501.53,26067.52,10682.02,23667.42,E865-BG979-8450325-A4243-F1-96-F2-59
May,2024,Q2,5,May,Operational,2024-07-26,Y,76315.01,80224.92,254042.45,20894.2,274936.65,12237.17,186743.41000000003,75956.07,E326,Entity E326,VC Office,8450138,Cost Center 8450138,BG762,Budget Group BG762,A9624,Capital Expenditure,ACT900,Activity ACT900,F1-34,Future 1 F1-34,F2-30,Future 2 F2-30,Expense,General Ledger,76315.01,80224.92,15405.54,28508.38,E326-BG762-8450138-A9624-F1-34-F2-30
Apr,2024,Q2,4,Apr,Capital,2024-10-01,Y,49298.27,47190.25,296125.0,42339.25,338464.25,281582.47,33928.840000000026,22952.94,E800,Entity E800,VC Office,8450126,Cost Center 8450126,BG630,Budget Group BG630,A8799,Utilities,ACT712,Activity ACT712,F1-43,Future 1 F1-43,F2-93,Future 2 F2-93,Expense,Project Ledger,49298.27,47190.25,29349.92,23195.03,E800-BG630-8450126-A8799-F1-43-F2-93
Nov,2024,Q4,11,Nov,Operational,2024-09-09,N,30708.77,3515.93,229258.09,27205.43,256463.52,141494.1,73976.04999999999,40993.37,E852,Entity E852,VC Office,8450130,Cost Center 8450130,BG789,Budget Group BG789,A9106,Capital Expenditure,ACT327,Activity ACT327,F1-26,Future 1 F1-26,F2-41,Future 2 F2-41,Expense,Project Ledger,30708.77,3515.93,13732.94,22785.6,E852-BG789-8450130-A9106-F1-26-F2-41
Sep,2023,Q3,9,Sep,Manpower,2024-11-12,N,41893.3,77586.51,235493.18,28186.86,263680.04,54048.93,54085.78999999998,155545.32,E562,Entity E562,DVC-Academic,8450346,Cost Center 8450346,BG125,Budget Group BG125,A4253,Travel Expenses,ACT810,Activity ACT810,F1-55,Future 1 F1-55,F2-40,Future 2 F2-40,Revenue,General Ledger,41893.3,77586.51,27177.35,3799.11,E562-BG125-8450346-A4253-F1-55-F2-40
Aug,2024,Q3,8,Aug,Capital,2024-01-24,Y,58327.62,73475.93,228613.2,1732.54,230345.74000000002,29305.71,17149.810000000027,183890.22,E236,Entity E236,DVC-Academic,8450336,Cost Center 8450336,BG419,Budget Group BG419,A6959,Maintenance Costs,ACT281,Activity ACT281,F1-95,Future 1 F1-95,F2-92,Future 2 F2-92,Revenue,General Ledger,58327.62,73475.93,3302.21,11501.64,E236-BG419-8450336-A6959-F1-95-F2-92
Jan,2025,Q1,1,Jan,Operational,2024-04-09,N,30006.71,15126.43,213869.9,18798.56,232668.46,175969.51,26100.689999999973,30598.26,E463,Entity E463,DVC-Support Services,8450239,Cost Center 8450239,BG183,Budget Group BG183,A9405,Capital Expenditure,ACT917,Activity ACT917,F1-47,Future 1 F1-47,F2-32,Future 2 F2-32,Expense,Project Ledger,30006.71,15126.43,15985.41,14139.65,E463-BG183-8450239-A9405-F1-47-F2-32
